"N (competitive GOODS)";"MEAN PCI";"MEDIAN PCI";"MEAN DENSITY";"MEDIAN DENSITY";"MEAN OPPORTUNITY GAIN (Z-SCORE)";"MEDIAN OPPORTUNITY GAIN (Z-SCORE)";"MEAN PGI (Z-SCORE)";"MEDIAN PGI (Z-SCORE)"
740;0,134641853123795;0,335339125543469;0,142597830380946;0,13924660602474;0,124736964915545;0,302289886043216;-0,120236250777588;-0,282468193308913
