"N (competitive GOODS)";"MEAN PCI";"MEDIAN PCI";"MEAN DENSITY";"MEDIAN DENSITY";"MEAN OPPORTUNITY GAIN (Z-SCORE)";"MEDIAN OPPORTUNITY GAIN (Z-SCORE)";"MEAN PGI (Z-SCORE)";"MEDIAN PGI (Z-SCORE)"
135;-0,0467332666538204;0,00626102372112785;0,158755421388519;0,156715399944439;-0,144764579018956;-0,237024019540518;0,0226363535488551;-0,148663371769883
